Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Renault,Express,2023.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,162000.0,274999.5,2.0
Dacia,Duster,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,128000.0,164999.5,11.0
Volkswagen,Tiguan,2017.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,230000.0,184999.5,8.0
BMW,Série 4,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,279999.0,154999.5,8.0
Volkswagen,Golf 4,2001.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Dédouanée,78000.0,184999.5,24.0
Opel,Corsa,2024.0,Diesel,6.0,5.0,Non,Neuf,Manuelle,WW au Maroc,178000.0,7499.5,1.0
Citroen,C3,2021.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,136000.0,124999.5,4.0
Porsche,Cayenne,2011.0,Diesel,12.0,5.0,Non,Excellent,Automatique,Importée neuve,220000.0,164999.5,14.0
Seat,Arona,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,208000.0,52499.5,3.0
Hyundai,Tucson,2018.0,Diesel,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,200000.0,134999.5,7.0
Peugeot,208,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,148000.0,114999.5,5.0
BMW,X1,2017.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,250000.0,87499.5,8.0
Mini,Cooper,2016.0,Essence,11.0,3.0,Non,Excellent,Automatique,WW au Maroc,215000.0,104999.5,9.0
Peugeot,208,2023.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,174000.0,42499.5,2.0
BMW,Série 2,2016.0,Diesel,8.0,3.0,Oui,Excellent,Automatique,WW au Maroc,230000.0,144999.5,9.0
Audi,Q5,2014.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,178000.0,224999.5,11.0
Citroen,AX,1992.0,Essence,5.0,5.0,Non,Bon,Manuelle,WW au Maroc,12000.0,154999.5,33.0
Fiat,Palio,2002.0,Essence,5.0,5.0,Oui,Très bon,Manuelle,Pas encore dédouanée,28000.0,224999.5,23.0
Renault,Clio,2023.0,Diesel,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,77499.5,2.0
Fiat,Palio,2025.0,Diesel,7.0,3.0,Oui,Bon,Manuelle,WW au Maroc,33000.0,7499.5,0.0
Dacia,Duster,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,135000.0,12499.5,11.0
Hyundai,i10,2019.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,105000.0,82499.5,6.0
Mercedes-Benz,Classe A,2019.0,Essence,11.0,5.0,Oui,Excellent,Automatique,Importée neuve,280000.0,42499.5,6.0
Dacia,Dokker,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,130000.0,77499.5,5.0
Dacia,Logan,2017.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,85000.0,17499.5,8.0
Ford,Kuga,2012.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,120000.0,224999.5,13.0
Renault,19,1994.0,Essence,6.0,5.0,Non,Très bon,Manuelle,Dédouanée,25000.0,224999.5,31.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,147000.0,124999.5,3.0
Renault,Clio,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,165000.0,17499.5,2.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,138000.0,62499.5,4.0
Volkswagen,Caddy,2011.0,Diesel,6.0,3.0,Non,Très bon,Manuelle,WW au Maroc,118000.0,154999.5,14.0
Citroen,Berlingo,2002.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,52000.0,32499.5,23.0
Volkswagen,Golf 7,2018.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,92499.5,7.0
Hyundai,i20,2012.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,70000.0,194999.5,13.0
Mercedes-Benz,310D,1980.0,Diesel,10.0,3.0,Non,Bon,Manuelle,Dédouanée,80000.0,324999.5,45.0
Hyundai,ix35,2016.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,170000.0,164999.5,9.0
Mercedes-Benz,Classe GLC,2019.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,340000.0,114999.5,6.0
Renault,Clio,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,142000.0,104999.5,5.0
Dacia,Duster,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,220000.0,22499.5,2.0
Volkswagen,Jetta,2017.0,Diesel,8.0,5.0,Oui,Bon,Automatique,WW au Maroc,160000.0,104999.5,8.0
Hyundai,Creta,2021.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,230000.0,134999.5,4.0
Renault,Trafic,2018.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,WW au Maroc,175000.0,224999.5,7.0
Seat,Leon,2013.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,115000.0,164999.5,12.0
Volkswagen,Golf 5,2007.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,Dédouanée,160000.0,114999.5,18.0
Renault,Clio,2018.0,Diesel,6.0,5.0,Non,Bon,Automatique,WW au Maroc,110000.0,154999.5,7.0
Ford,Focus,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,Importée neuve,148000.0,154999.5,9.0
Fiat,500,2017.0,Essence,7.0,3.0,Non,Excellent,Manuelle,WW au Maroc,100000.0,104999.5,8.0
Mercedes-Benz,220,2001.0,Diesel,8.0,5.0,Non,Bon,Automatique,Dédouanée,78000.0,224999.5,24.0
Nissan,Qashqai,2011.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,130000.0,224999.5,14.0
Mitsubishi,Pajero,1988.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,Dédouanée,70000.0,57499.5,37.0
Jeep,Grand Cherokee,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,239000.0,92499.5,6.0
Mercedes-Benz,Classe C,2019.0,Diesel,6.0,5.0,Non,Excellent,Automatique,Dédouanée,370000.0,134999.5,6.0
Toyota,C-HR,2021.0,Hybride,10.0,5.0,Oui,Très bon,Automatique,WW au Maroc,225000.0,97499.5,4.0
Renault,Kangoo,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,Dédouanée,120000.0,124999.5,9.0
Peugeot,308,2018.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,169000.0,134999.5,7.0
Fiat,Tipo,2018.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,138000.0,82499.5,7.0
Nissan,Qashqai,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,175000.0,224999.5,9.0
Seat,Arona,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,205000.0,62499.5,2.0
Peugeot,208,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,133000.0,124999.5,6.0
Renault,Koleos,2010.0,Diesel,8.0,5.0,Non,Bon,Manuelle,WW au Maroc,80000.0,164999.5,15.0
Mercedes-Benz,250,1988.0,Diesel,10.0,5.0,Non,Correct,Manuelle,Dédouanée,34000.0,324999.5,37.0
Fiat,Palio,1999.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,28000.0,324999.5,26.0
Land Rover,Freelander,2002.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,47000.0,224999.5,23.0
Volkswagen,Passat,2022.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,Dédouanée,239000.0,114999.5,3.0
Dacia,Duster,2012.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,112000.0,174999.5,13.0
Mini,Cooper,2015.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,150000.0,124999.5,10.0
Peugeot,206,2000.0,Diesel,7.0,5.0,Non,Correct,Manuelle,WW au Maroc,39000.0,22499.5,25.0
Peugeot,3008,2018.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,205000.0,104999.5,7.0
Skoda,Yeti,2016.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,150000.0,224999.5,9.0
Peugeot,208,2014.0,Essence,6.0,5.0,Non,Excellent,Manuelle,Importée neuve,85000.0,17499.5,11.0
Skoda,Octavia,2012.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,194999.5,13.0
Peugeot,301,2022.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,122000.0,82499.5,3.0
Nissan,Navara,2014.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Pas encore dédouanée,160000.0,164999.5,11.0
Fiat,Doblo,2021.0,Diesel,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,117000.0,82499.5,4.0
Volkswagen,T-Roc,2022.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,320000.0,97499.5,3.0
Renault,Megane,2017.0,Diesel,6.0,5.0,Oui,Bon,Manuelle,WW au Maroc,142000.0,144999.5,8.0
Seat,Leon,2024.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,275000.0,52499.5,1.0
Jeep,Compass,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,235000.0,42499.5,4.0
Fiat,Doblo,2024.0,Diesel,5.0,3.0,Oui,Neuf,Manuelle,WW au Maroc,118000.0,2499.5,1.0
Hyundai,i20,2022.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,138000.0,2499.5,3.0
Audi,A4,2005.0,Diesel,8.0,5.0,Oui,Bon,Manuelle,Dédouanée,65000.0,194999.5,20.0
Volkswagen,Polo,2000.0,Diesel,8.0,5.0,Oui,Bon,Manuelle,WW au Maroc,17000.0,224999.5,25.0
Volkswagen,Tiguan,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,305000.0,174999.5,5.0
Volvo,XC60,2020.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,326000.0,87499.5,5.0
Kia,Sportage,2011.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,11000.0,224999.5,14.0
Renault,Kangoo,2017.0,Diesel,6.0,3.0,Non,Très bon,Manuelle,WW au Maroc,138000.0,154999.5,8.0
Volkswagen,Polo,2020.0,Essence,11.0,5.0,Non,Très bon,Automatique,Dédouanée,255000.0,104999.5,5.0
Fiat,500,2022.0,Essence,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,119000.0,57499.5,3.0
Renault,Espace,2005.0,Diesel,9.0,5.0,Non,Très bon,Manuelle,Dédouanée,73000.0,184999.5,20.0
Opel,Corsa,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,150000.0,92499.5,5.0
Nissan,Juke,2022.0,Essence,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,215000.0,37499.5,3.0
Opel,Astra,2019.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,165000.0,12499.5,6.0
Opel,Corsa,2012.0,Essence,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,69000.0,184999.5,13.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,230000.0,47499.5,5.0
Audi,A8,2007.0,Essence,12.0,5.0,Oui,Bon,Automatique,WW au Maroc,28000.0,274999.5,18.0
Renault,Kadjar,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,205000.0,27499.5,4.0
Hyundai,Tucson,2023.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,330000.0,27499.5,2.0
Mercedes-Benz,Classe B,2009.0,Diesel,8.0,5.0,Non,Bon,Manuelle,Dédouanée,89000.0,194999.5,16.0
Ford,Fiesta,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,104999.5,6.0
Alfa Romeo,159,2009.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,WW au Maroc,150000.0,82499.5,16.0
Mercedes-Benz,220,2005.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,Dédouanée,132000.0,22499.5,20.0
Peugeot,3008,2011.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,106000.0,194999.5,14.0
Honda,Civic,1998.0,Essence,9.0,5.0,Non,Bon,Manuelle,WW au Maroc,32000.0,174999.5,27.0
Renault,Captur,2019.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,15200.0,87499.5,6.0
Citroen,C3,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,145000.0,27499.5,5.0
Nissan,Micra,2018.0,Diesel,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,130000.0,154999.5,7.0
Audi,A4,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,368000.0,72499.5,4.0
Peugeot,2008,2019.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,144000.0,104999.5,6.0
Toyota,Corolla Verso,2008.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Pas encore dédouanée,29000.0,224999.5,17.0
Porsche,Cayenne,2010.0,Essence,21.0,5.0,Non,Correct,Automatique,Dédouanée,165000.0,164999.5,15.0
Volkswagen,Jetta,1991.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,Dédouanée,47000.0,274999.5,34.0
Volkswagen,Polo,2016.0,Diesel,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,110000.0,22499.5,9.0
Dacia,Sandero,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,127000.0,164999.5,5.0
Renault,Clio,1996.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,35000.0,194999.5,29.0
Renault,Grand Scenic,2009.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,Dédouanée,100000.0,104999.5,16.0
Dacia,Logan,2013.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,69000.0,12499.5,12.0
Renault,Clio,2016.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,87000.0,134999.5,9.0
Land Rover,Range Rover Sport,2017.0,Diesel,12.0,5.0,Oui,Excellent,Automatique,WW au Maroc,339000.0,184999.5,8.0
Citroen,C3,2003.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,49000.0,324999.5,22.0
Dacia,Logan,2022.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,135000.0,134999.5,3.0
Dacia,Sandero,2022.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,161000.0,22499.5,3.0
Opel,Corsa,2008.0,Essence,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,55000.0,27499.5,17.0
Volkswagen,Tiguan,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,350000.0,72499.5,5.0
Hyundai,Tucson,2022.0,Hybride,11.0,5.0,Oui,Bon,Automatique,WW au Maroc,310000.0,27499.5,3.0
BMW,Série 2,2015.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,170000.0,144999.5,10.0
Peugeot,2008,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,225000.0,67499.5,3.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,147000.0,62499.5,3.0
Audi,A7,2016.0,Diesel,12.0,5.0,Non,Excellent,Automatique,WW au Maroc,240000.0,144999.5,9.0
Jeep,Grand Cherokee,2005.0,Diesel,12.0,5.0,Non,Bon,Automatique,WW au Maroc,65000.0,2499.5,20.0
Land Rover,Range Rover Evoque,2017.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,228000.0,134999.5,8.0
Skoda,Scala,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,192000.0,87499.5,4.0
Peugeot,508,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,225000.0,62499.5,5.0
Renault,Megane,2021.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,197000.0,92499.5,4.0
Toyota,Corolla,2014.0,Diesel,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,125000.0,184999.5,11.0
Audi,Q7,2008.0,Essence,24.0,5.0,Non,Bon,Automatique,WW au Maroc,70000.0,224999.5,17.0
Renault,Clio,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,140000.0,22499.5,5.0
Dacia,Duster,2018.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,147000.0,104999.5,7.0
Peugeot,301,2017.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,95000.0,164999.5,8.0
Ford,Kuga,2014.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,132000.0,324999.5,11.0
Peugeot,3008,2022.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,280000.0,2499.5,3.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,75000.0,32499.5,5.0
Audi,A6,2016.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,230000.0,144999.5,9.0
Toyota,Yaris,2018.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,110000.0,104999.5,7.0
Volkswagen,Golf 7,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Importée neuve,189000.0,184999.5,9.0
Seat,Leon,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,158000.0,154999.5,6.0
Renault,Megane,2011.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,95000.0,274999.5,14.0
Honda,Civic,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,150000.0,144999.5,9.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,164900.0,114999.5,6.0
Mercedes-Benz,Classe CLS,2013.0,Diesel,12.0,5.0,Non,Excellent,Automatique,Importée neuve,320000.0,62499.5,12.0
Volkswagen,Eos,2017.0,Diesel,8.0,3.0,Oui,Excellent,Manuelle,WW au Maroc,195000.0,144999.5,8.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,348000.0,194999.5,7.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,136000.0,82499.5,4.0
Peugeot,206,2000.0,Diesel,7.0,3.0,Oui,Excellent,Manuelle,Dédouanée,43000.0,2499.5,25.0
Kia,Niro,2022.0,Hybride,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,198000.0,72499.5,3.0
Honda,Jazz,2004.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,43000.0,154999.5,21.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,168000.0,124999.5,5.0
BMW,Série 5,2011.0,Essence,14.0,5.0,Oui,Excellent,Automatique,WW au Maroc,125000.0,134999.5,14.0
Opel,Astra,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,165000.0,97499.5,5.0
Skoda,Kodiaq,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,300000.0,72499.5,4.0
Peugeot,3008,2020.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,257000.0,92499.5,5.0
BMW,Série 3,2007.0,Essence,7.0,5.0,Non,Correct,Manuelle,WW au Maroc,28000.0,82499.5,18.0
Renault,Kangoo,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,123000.0,114999.5,6.0
Volkswagen,Golf 6,2011.0,Diesel,10.0,5.0,Non,Excellent,Automatique,Dédouanée,130000.0,154999.5,14.0
Volvo,S90,2017.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,310000.0,62499.5,8.0
Renault,R4,1987.0,Essence,5.0,5.0,Non,Bon,Manuelle,Dédouanée,20000.0,22499.5,38.0
Volkswagen,Polo,2021.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,104999.5,4.0
Mercedes-Benz,Classe C,2015.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,Pas encore dédouanée,300000.0,224999.5,10.0
Dacia,Sandero,2015.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,64000.0,274999.5,10.0
Audi,A3,2013.0,Essence,10.0,5.0,Non,Très bon,Automatique,WW au Maroc,144000.0,82499.5,12.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,187000.0,97499.5,4.0
Honda,Accord,2011.0,Essence,11.0,5.0,Non,Très bon,Manuelle,WW au Maroc,100000.0,224999.5,14.0
Volkswagen,Tiguan,2014.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,166000.0,12499.5,11.0
Skoda,Octavia,2017.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,169000.0,114999.5,8.0
Toyota,Corolla,2007.0,Essence,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,84000.0,154999.5,18.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,148000.0,77499.5,4.0
Mitsubishi,L200,2018.0,Diesel,10.0,3.0,Non,Excellent,Manuelle,WW au Maroc,175000.0,7499.5,7.0
Toyota,Corolla Cross,2023.0,Hybride,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,305000.0,32499.5,2.0
Peugeot,206,2010.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,55000.0,224999.5,15.0
Mercedes-Benz,220,2000.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,49000.0,22499.5,25.0
Renault,Kadjar,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,224000.0,124999.5,5.0
Seat,Leon,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,155000.0,154999.5,6.0
Citroen,Xsara,2003.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Dédouanée,42000.0,324999.5,22.0
Hyundai,Tucson,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,280000.0,104999.5,5.0
Peugeot,2008,2021.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,335000.0,97499.5,4.0
Opel,Insignia,2013.0,Diesel,8.0,5.0,Non,Très bon,Automatique,Dédouanée,128000.0,224999.5,12.0
Mercedes-Benz,220,2009.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,135000.0,154999.5,16.0
Peugeot,208,2022.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,157000.0,57499.5,3.0
Ford,Ranger,2014.0,Diesel,9.0,5.0,Non,Très bon,Automatique,WW au Maroc,147000.0,144999.5,11.0
Dacia,Sandero,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,70000.0,92499.5,5.0
Hyundai,ix35,2016.0,Diesel,7.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,100000.0,124999.5,9.0
Audi,A3,2012.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,125000.0,164999.5,13.0
Volvo,V40,2011.0,Diesel,10.0,5.0,Non,Bon,Automatique,WW au Maroc,96000.0,22499.5,14.0
Honda,Civic,2000.0,Essence,9.0,5.0,Non,Bon,Manuelle,WW au Maroc,38000.0,324999.5,25.0
Peugeot,208,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,140000.0,47499.5,5.0
Peugeot,307,2002.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,60000.0,324999.5,23.0
Renault,Clio,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,125000.0,104999.5,8.0
Ford,Mondeo,2011.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,95000.0,224999.5,14.0
Ford,Fusion,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,113000.0,194999.5,9.0
Peugeot,301,2013.0,Essence,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,60000.0,164999.5,12.0
Fiat,Uno,2001.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,24000.0,274999.5,24.0
Hyundai,Tucson,2017.0,Diesel,7.0,5.0,Non,Neuf,Automatique,WW au Maroc,207000.0,104999.5,8.0
Seat,Leon,2019.0,Diesel,8.0,5.0,Non,Bon,Automatique,Dédouanée,185000.0,194999.5,6.0
Nissan,Qashqai,2012.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,118000.0,224999.5,13.0
BMW,Série 2,2023.0,Diesel,16.0,5.0,Oui,Neuf,Automatique,WW au Maroc,380000.0,67499.5,2.0
Dacia,Lodgy,2024.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,170000.0,42499.5,1.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,155000.0,194999.5,6.0
Renault,Clio,2003.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,53000.0,274999.5,22.0
Volkswagen,Tiguan,2013.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,224999.5,12.0
Audi,A5,2017.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,249000.0,194999.5,8.0
Dacia,Duster,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,155000.0,97499.5,4.0
Mercedes-Benz,220,2016.0,Diesel,9.0,5.0,Non,Très bon,Automatique,Importée neuve,365000.0,164999.5,9.0
Dacia,Logan,2014.0,Diesel,6.0,5.0,Non,Bon,Manuelle,Dédouanée,93000.0,224999.5,11.0
Mercedes-Benz,220,2015.0,Diesel,9.0,5.0,Non,Neuf,Automatique,Dédouanée,240000.0,224999.5,10.0
Mini,CountryMan,2011.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,Dédouanée,115000.0,114999.5,14.0
Mitsubishi,Lancer,2007.0,Essence,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,52000.0,194999.5,18.0
Volkswagen,Caddy,2020.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,167000.0,134999.5,5.0
Peugeot,2008,2023.0,Essence,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,240000.0,2499.5,2.0
Mitsubishi,L200,2012.0,Diesel,8.0,3.0,Oui,Très bon,Manuelle,WW au Maroc,127000.0,194999.5,13.0
Peugeot,5008,2022.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,350000.0,42499.5,3.0
Mercedes-Benz,Classe C,2018.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,380000.0,164999.5,7.0
