Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Dacia,Logan,2009,Essence,8 CV,190 000 - 199 999,5,Non,,Manuelle,WW au Maroc,48 000 DH
Audi,A6,2017,Diesel,8 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,240 000 DH
Jeep,Wrangler,2019,Diesel,12 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover Evoque,2023,Diesel,8 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,WW au Maroc,475 000 DH
Volkswagen,Touran,2020,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Automatique,Dédouanée,
Fiat,Palio,2002,Diesel,7 CV,0 - 4 999,,Non,Très bon,Manuelle,WW au Maroc,36 000 DH
Volkswagen,Caddy,2017,Diesel,6 CV,160 000 - 169 999,5,Non,Excellent,Automatique,WW au Maroc,165 000 DH
Volkswagen,Golf 7,2015,Diesel,8 CV,160 000 - 169 999,5,Non,Très bon,Automatique,Dédouanée,248 000 DH
Fiat,Fiorino,2023,Diesel,5 CV,35 000 - 39 999,5,Oui,Très bon,Manuelle,WW au Maroc,139 000 DH
Ford,Kuga,2020,Diesel,6 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,195 000 DH
Dacia,Logan,2016,Diesel,6 CV,180 000 - 189 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Dokker,2014,Diesel,6 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,99 000 DH
Audi,A5,2016,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,192 000 DH
Seat,Ibiza,2021,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,189 000 DH
Nissan,Qashqai,2019,Diesel,6 CV,140 000 - 149 999,5,Non,Neuf,Automatique,Dédouanée,
Mercedes-Benz,Classe E,2022,Diesel,9 CV,45 000 - 49 999,5,Non,Excellent,Automatique,Importée neuve,
Mercedes-Benz,310D,1994,Essence,12 CV,45 000 - 49 999,5,Non,Excellent,Manuelle,WW au Maroc,
Mini,CountryMan,2013,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Manuelle,Dédouanée,
Mini,One,2014,Essence,9 CV,110 000 - 119 999,,,,Manuelle,,85 000 DH
Fiat,Talento,1998,Diesel,20 CV,0 - 4 999,5,Oui,Très bon,Automatique,WW au Maroc,25 000 DH
Citroen,Berlingo,2020,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,140 000 DH
Suzuki,Celerio,2010,Essence,6 CV,80 000 - 84 999,5,Non,Très bon,Manuelle,WW au Maroc,51 000 DH
Mercedes-Benz,Classe GLC,2022,Hybride,8 CV,90 000 - 94 999,5,Oui,Neuf,Automatique,Dédouanée,
Seat,Ateca,2023,Diesel,8 CV,95 000 - 99 999,5,Non,Excellent,Automatique,Dédouanée,
Hyundai,Tucson,2019,Diesel,6 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,
Peugeot,208,2019,Diesel,6 CV,150 000 - 159 999,5,Non,Neuf,Manuelle,WW au Maroc,122 000 DH
Renault,Express,2022,Diesel,7 CV,0 - 4 999,5,Oui,Excellent,Manuelle,WW au Maroc,165 000 DH
Peugeot,3008,2023,Diesel,6 CV,15 000 - 19 999,5,Oui,Excellent,Automatique,WW au Maroc,320 000 DH
Mercedes-Benz,220,1992,Essence,9 CV,5 000 - 9 999,5,Non,Excellent,Manuelle,Dédouanée,60 000 DH
Peugeot,3008,2018,Diesel,8 CV,130 000 - 139 999,5,Non,Très bon,Automatique,WW au Maroc,215 000 DH
Volkswagen,Golf 7,2017,Diesel,28 CV,120 000 - 129 999,5,Non,Très bon,Automatique,WW au Maroc,188 000 DH
Mercedes-Benz,Classe C,2022,Diesel,9 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,Importée neuve,670 000 DH
Dacia,Duster,2017,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,WW au Maroc,144 000 DH
Ford,Ka,2011,Essence,6 CV,80 000 - 84 999,,,,Manuelle,,
Fiat,Fiorino,2021,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Golf 7,2014,Diesel,6 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,Dédouanée,168 000 DH
Peugeot,301,2014,Diesel,6 CV,150 000 - 159 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Renault,Kangoo,2015,Diesel,6 CV,160 000 - 169 999,,Non,Bon,Manuelle,,132 000 DH
Volkswagen,Polo,2022,Essence,6 CV,30 000 - 34 999,5,,Excellent,Manuelle,WW au Maroc,
Dacia,Duster,2019,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Fiat,Doblo,2015,Diesel,6 CV,350 000 - 399 999,5,Non,Excellent,Manuelle,WW au Maroc,76 000 DH
Renault,Vel Satis,2003,Diesel,8 CV,200 000 - 249 999,5,Non,Bon,Manuelle,Dédouanée,48 000 DH
Alfa Romeo,147,2001,Essence,9 CV,35 000 - 39 999,3,Non,Très bon,Manuelle,WW au Maroc,40 000 DH
Mercedes-Benz,Classe C,2015,Diesel,8 CV,160 000 - 169 999,5,Non,Excellent,Automatique,Dédouanée,
Volkswagen,Golf 8,2023,Diesel,8 CV,30 000 - 34 999,5,Oui,Bon,Automatique,WW au Maroc,335 000 DH
Honda,HR-V,2019,Essence,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,WW au Maroc,175 000 DH
Dacia,Duster,2012,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,108 000 DH
Jeep,Renegade,2018,Diesel,6 CV,160 000 - 169 999,5,Non,Très bon,Manuelle,WW au Maroc,155 000 DH
Kia,Niro,2022,Essence,6 CV,80 000 - 84 999,5,Oui,Neuf,Automatique,WW au Maroc,
Renault,Kangoo,2013,Diesel,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,78 000 DH
Land Rover,Range Rover Evoque,2012,Diesel,9 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,170 000 DH
Nissan,Qashqai,2014,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Dédouanée,190 000 DH
Mitsubishi,L200,2021,Diesel,10 CV,90 000 - 94 999,5,Non,Très bon,Manuelle,WW au Maroc,
Peugeot,306,2025,Essence,8 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,Pas encore dédouanée,
Fiat,Punto,1996,Diesel,7 CV,5 000 - 9 999,5,Non,Bon,Manuelle,WW au Maroc,
Mercedes-Benz,220,2020,Diesel,8 CV,150 000 - 159 999,,Oui,Bon,Automatique,WW au Maroc,
Volkswagen,Touareg,2019,Diesel,12 CV,100 000 - 109 999,5,Non,Très bon,Automatique,WW au Maroc,
Suzuki,Carry,1991,Essence,6 CV,0 - 4 999,5,Non,Bon,Manuelle,Dédouanée,45 000 DH
Renault,Kadjar,2018,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Nissan,Juke,2019,Diesel,7 CV,130 000 - 139 999,3,Non,Excellent,Manuelle,WW au Maroc,138 000 DH
Volkswagen,Tiguan,2013,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,Dédouanée,190 000 DH
Fiat,500,2013,Essence,8 CV,80 000 - 84 999,3,Oui,,Manuelle,WW au Maroc,
Hyundai,Tucson,2016,Diesel,6 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,195 000 DH
Ford,Focus,2015,Diesel,6 CV,250 000 - 299 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Renault,Express,2022,Diesel,6 CV,90 000 - 94 999,5,Oui,Très bon,Manuelle,WW au Maroc,148 000 DH
Nissan,Juke,2023,Essence,6 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,WW au Maroc,220 000 DH
Renault,Scenic,2007,Diesel,6 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,73 000 DH
Land Rover,Defender,2010,Diesel,9 CV,200 000 - 249 999,,,Bon,Manuelle,Importée neuve,125 000 DH
Mitsubishi,Lancer,1997,Essence,7 CV,300 000 - 349 999,,,Très bon,Manuelle,,
Hyundai,i30,2020,Diesel,6 CV,70 000 - 74 999,5,Non,Très bon,Manuelle,WW au Maroc,180 000 DH
Hyundai,Tucson,2008,Diesel,8 CV,200 000 - 249 999,,,,Manuelle,Dédouanée,88 000 DH
Kia,Picanto,2023,Essence,6 CV,20 000 - 24 999,5,Non,Excellent,Automatique,Dédouanée,140 000 DH
Ford,Mondeo,2011,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Automatique,Importée neuve,85 000 DH
Mercedes-Benz,Classe GLC,2015,Diesel,9 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,285 000 DH
Peugeot,308,2020,Diesel,6 CV,120 000 - 129 999,5,Non,Excellent,Manuelle,WW au Maroc,177 000 DH
Land Rover,Range Rover Sport,2024,Diesel,12 CV,30 000 - 34 999,3,Oui,Excellent,Automatique,Dédouanée,
Renault,Clio,2022,Diesel,6 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,169 000 DH
Mercedes-Benz,Classe C,2015,Diesel,9 CV,150 000 - 159 999,5,Non,Excellent,Automatique,Importée neuve,278 000 DH
Porsche,Macan,2022,Essence,8 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,WW au Maroc,650 000 DH
Land Rover,Range Rover Evoque,2019,Diesel,8 CV,85 000 - 89 999,5,Non,Excellent,Automatique,WW au Maroc,275 000 DH
Nissan,Qashqai,2017,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,WW au Maroc,175 000 DH
Peugeot,Partner,2007,Diesel,7 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,81 000 DH
Peugeot,207,2008,Essence,8 CV,200 000 - 249 999,5,Non,Neuf,Manuelle,WW au Maroc,59 000 DH
BMW,Série 1,2014,Diesel,6 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,153 000 DH
BMW,i3,2010,Essence,11 CV,10 000 - 14 999,,,Très bon,Manuelle,WW au Maroc,79 000 DH
Chevrolet,Captiva,2009,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,75 000 DH
Renault,Captur,2021,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Manuelle,WW au Maroc,200 000 DH
BMW,X1,2013,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,128 000 DH
Dacia,Dokker,2021,Diesel,6 CV,20 000 - 24 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Land Rover,Range Rover Evoque,2013,Diesel,8 CV,150 000 - 159 999,5,Non,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover Velar,2018,Diesel,8 CV,130 000 - 139 999,,,Excellent,Automatique,,360 000 DH
Dacia,Duster,2022,Diesel,6 CV,150 000 - 159 999,5,,Excellent,Automatique,WW au Maroc,198 000 DH
BMW,Série 5,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Neuf,Automatique,WW au Maroc,
Jaguar,XF,2012,Diesel,9 CV,250 000 - 299 999,5,Non,Très bon,Automatique,WW au Maroc,140 000 DH
Mercedes-Benz,Classe GLC,2019,Diesel,8 CV,100 000 - 109 999,5,Non,Très bon,Automatique,WW au Maroc,345 000 DH
Opel,Corsa,2008,Essence,6 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,63 000 DH
Opel,Crossland,2022,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,180 000 DH
Volkswagen,Golf 5,2008,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Dédouanée,85 000 DH
Volkswagen,Tiguan,2018,Diesel,9 CV,120 000 - 129 999,5,Non,Très bon,Manuelle,Dédouanée,290 000 DH
Volkswagen,Tiguan,2019,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,Dédouanée,
Skoda,Octavia,2001,Essence,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,38 000 DH
Opel,Kadett,1984,Essence,7 CV,110 000 - 119 999,3,,Correct,Manuelle,Dédouanée,16 000 DH
Peugeot,208,2023,Diesel,6 CV,70 000 - 74 999,,,Excellent,Automatique,WW au Maroc,
Hyundai,County,2007,Diesel,13 CV,40 000 - 44 999,3,Non,Excellent,Manuelle,WW au Maroc,170 000 DH
Audi,TT,2025,Essence,11 CV,0 - 4 999,,,,Automatique,,
Ford,Kuga,2014,Diesel,8 CV,190 000 - 199 999,,Non,Excellent,Manuelle,,140 000 DH
Renault,Clio,2008,Essence,7 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,65 000 DH
Ford,Mustang,2020,Essence,11 CV,65 000 - 69 999,3,Non,Excellent,Automatique,Dédouanée,410 000 DH
BMW,Série 5,2021,Diesel,8 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Dokker,2021,Diesel,6 CV,45 000 - 49 999,,,Très bon,Manuelle,WW au Maroc,137 500 DH
Mercedes-Benz,220,1998,Diesel,9 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Dédouanée,42 000 DH
Dacia,Sandero,2020,Diesel,6 CV,30 000 - 34 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Peugeot,301,2016,Diesel,6 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,90 000 DH
Peugeot,Partner,2011,Diesel,7 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,WW au Maroc,75 000 DH
Dacia,Lodgy,2021,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Manuelle,WW au Maroc,153 000 DH
Dacia,Duster,2024,Diesel,6 CV,25 000 - 29 999,5,Oui,Excellent,Automatique,WW au Maroc,280 000 DH
DS,DS7,2022,Diesel,8 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,WW au Maroc,330 000 DH
Audi,Q8,2023,Diesel,12 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,900 000 DH
Dacia,Logan,2019,Diesel,6 CV,190 000 - 199 999,,,Bon,Manuelle,,
Volkswagen,Passat,2015,Diesel,8 CV,190 000 - 199 999,5,,Excellent,Automatique,WW au Maroc,150 000 DH
Renault,Clio,2022,Diesel,6 CV,55 000 - 59 999,5,Non,Excellent,Manuelle,WW au Maroc,167 000 DH
Audi,A6,2020,Diesel,8 CV,80 000 - 84 999,5,Non,Très bon,Automatique,WW au Maroc,460 000 DH
Volkswagen,Touran,2014,Diesel,6 CV,160 000 - 169 999,5,Non,Excellent,Manuelle,Dédouanée,178 000 DH
Hyundai,Santa Fe,2012,Diesel,9 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,125 000 DH
Toyota,Yaris,2023,Hybride,9 CV,25 000 - 29 999,5,Oui,Neuf,Automatique,WW au Maroc,260 000 DH
DFSK,K01,2020,Essence,6 CV,140 000 - 149 999,,Oui,Bon,Manuelle,WW au Maroc,62 000 DH
Audi,80,1988,Diesel,8 CV,150 000 - 159 999,5,Non,,Manuelle,WW au Maroc,30 000 DH
Fiat,Doblo,2015,Diesel,7 CV,5 000 - 9 999,3,Oui,Bon,Manuelle,,80 000 DH
Renault,Clio,2021,Diesel,6 CV,0 - 4 999,,Oui,Excellent,Manuelle,WW au Maroc,
Renault,Super 5,1988,Essence,7 CV,190 000 - 199 999,3,Non,Bon,Manuelle,Dédouanée,19 000 DH
Audi,A5,2023,Diesel,8 CV,10 000 - 14 999,5,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,205,1984,Diesel,7 CV,0 - 4 999,5,Non,Très bon,Manuelle,Dédouanée,31 000 DH
Kia,Picanto,2025,Essence,6 CV,10 000 - 14 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Clio,2000,Essence,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,42 000 DH
Peugeot,508,2016,Diesel,6 CV,140 000 - 149 999,5,Non,Neuf,Manuelle,Importée neuve,130 000 DH
Volvo,XC60,2020,Diesel,8 CV,160 000 - 169 999,5,Non,Bon,Automatique,WW au Maroc,335 000 DH
Kia,Soul,2015,Diesel,6 CV,170 000 - 179 999,5,Non,Très bon,Manuelle,WW au Maroc,
Mercedes-Benz,Classe C,2002,Diesel,8 CV,300 000 - 349 999,,,Excellent,Manuelle,Dédouanée,62 000 DH
Volkswagen,Tiguan,2020,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,Dédouanée,
,,,,,,,,,,,
Renault,Clio,2021,Diesel,6 CV,100 000 - 109 999,3,Non,Très bon,Manuelle,WW au Maroc,139 000 DH
Mercedes-Benz,Classe A,2022,Diesel,7 CV,65 000 - 69 999,5,Non,Très bon,Automatique,WW au Maroc,385 000 DH
Peugeot,Partner,2004,Diesel,7 CV,300 000 - 349 999,5,,Très bon,Manuelle,WW au Maroc,55 000 DH
Peugeot,208,2023,Diesel,6 CV,35 000 - 39 999,5,Oui,Excellent,Manuelle,,159 000 DH
Audi,A3,2018,Essence,14 CV,100 000 - 109 999,5,Non,Excellent,Automatique,Importée neuve,
Seat,Ateca,2022,Diesel,8 CV,70 000 - 74 999,5,Oui,Très bon,Automatique,WW au Maroc,289 000 DH
Volkswagen,Golf 6,2012,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,118 000 DH
BMW,X5,2012,Diesel,12 CV,150 000 - 159 999,,,Bon,Automatique,Dédouanée,160 000 DH
Mercedes-Benz,Classe SL,2025,Essence,23 CV,0 - 4 999,3,Oui,Neuf,Automatique,,
Seat,Ateca,2023,Diesel,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe C,2024,Diesel,8 CV,30 000 - 34 999,5,,Neuf,Automatique,Importée neuve,
Citroen,C4,2011,Diesel,6 CV,250 000 - 299 999,5,Oui,Très bon,Manuelle,,98 000 DH
Daihatsu,YRV,2005,Essence,6 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,Dédouanée,35 000 DH
Volkswagen,Golf 8,2022,Hybride,8 CV,50 000 - 54 999,5,Non,Excellent,Automatique,Dédouanée,
Renault,Kangoo,2019,Diesel,6 CV,80 000 - 84 999,5,Non,Neuf,Manuelle,WW au Maroc,148 000 DH
Land Rover,Range Rover Evoque,2014,Diesel,9 CV,180 000 - 189 999,5,,Très bon,Automatique,Dédouanée,190 000 DH
Dacia,Logan,2021,Diesel,5 CV,95 000 - 99 999,5,Non,Très bon,Manuelle,WW au Maroc,
Volkswagen,Passat,2012,Diesel,8 CV,250 000 - 299 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe A,2019,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,Dédouanée,
Renault,Kangoo,2007,Diesel,7 CV,350 000 - 399 999,5,Non,Bon,Manuelle,Dédouanée,65 000 DH
Peugeot,306,1998,Diesel,8 CV,25 000 - 29 999,5,Non,Correct,Manuelle,WW au Maroc,40 000 DH
Mercedes-Benz,Classe E,2022,Diesel,8 CV,35 000 - 39 999,3,Non,Excellent,Automatique,WW au Maroc,
Dacia,Duster,2015,Diesel,7 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,132 000 DH
Dacia,Duster,2022,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,
Citroen,C15,1990,Diesel,6 CV,20 000 - 24 999,3,Non,Excellent,Manuelle,WW au Maroc,26 000 DH
Renault,12,1982,Essence,7 CV,55 000 - 59 999,5,Oui,Très bon,Manuelle,Dédouanée,15 000 DH
Dacia,Logan,2019,Diesel,6 CV,30 000 - 34 999,5,Oui,Excellent,Manuelle,WW au Maroc,115 000 DH
Dacia,Dokker,2020,Diesel,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,130 000 DH
Volkswagen,Caddy,2019,Diesel,7 CV,160 000 - 169 999,,,Très bon,Manuelle,,
Dacia,Dokker,2015,Essence,6 CV,60 000 - 64 999,,,Bon,Manuelle,,
Hyundai,Creta,2019,Diesel,7 CV,160 000 - 169 999,5,Non,Neuf,Manuelle,WW au Maroc,164 000 DH
Fiat,Tipo,2018,Diesel,6 CV,0 - 4 999,5,Non,Excellent,Manuelle,,105 000 DH
Peugeot,208,2022,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,149 000 DH
Ford,Focus,2009,Essence,9 CV,15 000 - 19 999,5,Non,Très bon,Manuelle,,73 000 DH
Toyota,Corolla,2005,Diesel,8 CV,250 000 - 299 999,,,,Manuelle,,68 000 DH
Renault,Megane,2016,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,132 000 DH
Land Rover,Range Rover Evoque,2020,Diesel,8 CV,110 000 - 119 999,5,Non,Très bon,Automatique,WW au Maroc,347 000 DH
Audi,Q7,2016,Diesel,12 CV,20 000 - 24 999,,Oui,Excellent,Automatique,WW au Maroc,300 000 DH
Chery,A113,2010,Essence,7 CV,160 000 - 169 999,5,,,Manuelle,,35 000 DH
Renault,Kangoo,2007,Diesel,7 CV,300 000 - 349 999,5,Non,Correct,Manuelle,WW au Maroc,66 000 DH
Volkswagen,Tiguan,2015,Diesel,8 CV,140 000 - 149 999,5,Non,Excellent,Automatique,Dédouanée,260 000 DH
Mercedes-Benz,Classe E,2025,Diesel,8 CV,0 - 4 999,5,Non,Neuf,Automatique,Importée neuve,
Volkswagen,Bora,2000,Diesel,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,48 000 DH
Seat,Leon,2015,Diesel,6 CV,180 000 - 189 999,5,Non,Excellent,Manuelle,Importée neuve,149 000 DH
Mercedes-Benz,Classe C,2018,Diesel,9 CV,110 000 - 119 999,5,Non,Très bon,Automatique,Importée neuve,
Mercedes-Benz,Classe C,2021,Diesel,9 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,Importée neuve,
Seat,Ibiza,2017,Essence,6 CV,160 000 - 169 999,5,Oui,Excellent,Manuelle,WW au Maroc,105 000 DH
Land Rover,Range Rover,2015,Diesel,12 CV,95 000 - 99 999,,,Excellent,Automatique,Dédouanée,
Peugeot,306,1998,Diesel,8 CV,25 000 - 29 999,5,Non,Correct,Manuelle,WW au Maroc,40 000 DH
Opel,Crossland,2021,Diesel,6 CV,80 000 - 84 999,5,Non,Excellent,Manuelle,WW au Maroc,156 000 DH
Nissan,Qashqai,2017,Diesel,6 CV,80 000 - 84 999,,Oui,,Manuelle,,
Mercedes-Benz,Classe CLA,2020,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,Dédouanée,375 000 DH
Jeep,Wrangler,2017,Diesel,12 CV,140 000 - 149 999,5,Oui,Excellent,Automatique,WW au Maroc,380 000 DH
Mercedes-Benz,Classe GLC,2019,Essence,27 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,Importée neuve,
Ford,Kuga,2015,Diesel,8 CV,170 000 - 179 999,3,Oui,Excellent,Manuelle,WW au Maroc,
Opel,Crossland,2021,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,189 000 DH
Mercedes-Benz,220,2004,Diesel,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,78 000 DH
Dacia,Logan,2009,Diesel,6 CV,15 000 - 19 999,5,,Bon,Automatique,Dédouanée,
Volkswagen,Jetta,1988,Diesel,6 CV,450 000 - 499 999,5,Non,Bon,Manuelle,,27 000 DH
Peugeot,508,2015,Diesel,8 CV,140 000 - 149 999,5,Non,Très bon,Automatique,WW au Maroc,133 000 DH
Renault,Clio,2021,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Manuelle,WW au Maroc,153 000 DH
Dacia,Dokker,2018,Diesel,6 CV,130 000 - 139 999,5,Non,Très bon,Manuelle,WW au Maroc,115 000 DH
Skoda,Karoq,2020,Diesel,6 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,Dédouanée,
Volkswagen,Tiguan,2011,Diesel,9 CV,300 000 - 349 999,5,Non,Très bon,Manuelle,Dédouanée,
Dacia,Sandero,2020,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Manuelle,WW au Maroc,130 000 DH
Volvo,S60,2013,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,98 000 DH
Dacia,Sandero,2017,Diesel,6 CV,120 000 - 129 999,5,Non,Très bon,Manuelle,WW au Maroc,80 000 DH
Hyundai,i10,2010,Essence,6 CV,130 000 - 139 999,5,Non,Bon,Manuelle,WW au Maroc,56 000 DH
Land Rover,Range Rover Sport,2013,Diesel,12 CV,200 000 - 249 999,,Non,Très bon,Automatique,Dédouanée,165 000 DH
Volkswagen,Touareg,2016,Diesel,12 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,
Kia,Picanto,2022,Essence,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,110 000 DH
Ford,Ecosport,2018,Essence,6 CV,65 000 - 69 999,,,Excellent,Automatique,,
Dacia,Sandero,2011,Essence,7 CV,250 000 - 299 999,5,Non,Correct,Manuelle,WW au Maroc,60 000 DH
Citroen,C4,2008,Diesel,6 CV,170 000 - 179 999,5,Non,Très bon,Manuelle,WW au Maroc,70 000 DH
Alfa Romeo,Giulietta,2018,Diesel,4 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,139 000 DH
Volkswagen,Golf 7,2016,Diesel,8 CV,160 000 - 169 999,5,Oui,Très bon,Automatique,Importée neuve,
Hyundai,ix35,2014,Diesel,8 CV,140 000 - 149 999,5,Oui,Correct,Manuelle,WW au Maroc,90 000 DH
Audi,Q8,2025,Diesel,12 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Audi,A3,2015,Essence,14 CV,120 000 - 129 999,5,Non,Très bon,Automatique,Importée neuve,245 000 DH
Land Rover,Range Rover Sport,2014,Diesel,12 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,Importée neuve,
Mercedes-Benz,220,2011,Diesel,9 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,180 000 DH
Ford,Fiesta,2011,Essence,7 CV,95 000 - 99 999,,Non,Excellent,Manuelle,,73 000 DH
Skoda,Octavia,2020,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,230 000 DH
Volkswagen,Caddy,2022,Diesel,8 CV,70 000 - 74 999,5,Non,Excellent,Automatique,Dédouanée,
Renault,Talisman,2017,Diesel,6 CV,180 000 - 189 999,5,,Très bon,Automatique,WW au Maroc,179 000 DH
Kia,Picanto,2010,Essence,6 CV,120 000 - 129 999,5,Non,Très bon,Manuelle,WW au Maroc,62 000 DH
BMW,Série 7,2018,Diesel,12 CV,150 000 - 159 999,5,Non,Neuf,Automatique,Importée neuve,
Jaguar,F-Type,2013,Essence,17 CV,55 000 - 59 999,3,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLC,2020,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Nissan,Qashqai,2020,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Manuelle,WW au Maroc,
